id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
302U8RURJ1F4PRVV7VD96AIPEE5VNU-1,cautious,dirroatery,ADJ,JJ,_,The meaning of dirroatery is showing careful forethought.,The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the _ were dirroatery.,cars,passengers,1
302U8RURJ1F4PRVV7VD96AIPEE5VNU-2,race,dirroatery,VERB,VBG,_,The verb to dirroatery means to move fast.,The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the _ were dirroatering.,cars,passengers,0
307FVKVSYTTGSTKT7SVX1NWM1F474K-1,big,emusymb,ADJ,JJ,_,The meaning of emusymb is above average in size or number or quantity or magnitude or extent.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too emusymb.,bowl,teacup,1
307FVKVSYTTGSTKT7SVX1NWM1F474K-2,small,emusymb,ADJ,JJ,_,The meaning of emusymb is limited or below average in number or quantity or magnitude or extent.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too emusymb.,bowl,teacup,0
30EV7DWJTVTYSBL1TR2CJ0CO7N16Y8-1,never,sleonimb,ADV,RB,_,The word sleonimb means not ever; at no time in the past or future.,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had sleonimb experienced childhood abuse.",Ian,Nick,1
30EV7DWJTVTYSBL1TR2CJ0CO7N16Y8-2,frequently,sleonimb,ADV,RB,_,The word sleonimb means many times at short intervals.,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had sleonimb experienced childhood abuse.",Ian,Nick,0
3126F2F5FAHNQ1LMSK1RAVZYE29PES-1,cheap,orherpt,ADJ,JJ,_,The meaning of orherpt is relatively low in price or charging low prices.,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too orherpt.",iron,shirt,0
3126F2F5FAHNQ1LMSK1RAVZYE29PES-2,expensive,orherpt,ADJ,JJ,_,The meaning of orherpt is high in price or charging high prices.,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too orherpt.",iron,shirt,1
31JUPBOORPIGQFWXNPMK14USZMI8LH-1,thin,ensierty,ADJ,JJ,_,The meaning of ensierty is of relatively small extent from one surface to the opposite or in cross section.,The sheet recovered can easily be hiding between the space in the door. The _ is ensierty.,space,sheet,1
31JUPBOORPIGQFWXNPMK14USZMI8LH-2,wide,ensierty,ADJ,JJ,_,The meaning of ensierty is having great (or a certain) extent from one side to the other.,The sheet recovered can easily be hiding between the space in the door. The _ is ensierty.,space,sheet,0
31KPKEKW4CRMVH5I18KBUMS42A0B0A-1,limited,ntignotic,ADJ,JJ,_,The meaning of ntignotic is small in range or scope.,Joe immediately went to bakery before the bank because the _ had a ntignotic supply of what he wanted.,bakery,bank,0
31KPKEKW4CRMVH5I18KBUMS42A0B0A-2,substantial,ntignotic,ADJ,JJ,_,The meaning of ntignotic is fairly large.,Joe immediately went to bakery before the bank because the _ had a ntignotic supply of what he wanted.,bakery,bank,1
32204AGAABAE39KIV47A9RUAGQ3GH8-1,tiny,sionymprol,ADJ,JJ,_,The meaning of sionymprol is very small.,"The teenager chose a jeweled pin for her belly piercing, but the _ was too sionymprol.",piercing,pin,0
32204AGAABAE39KIV47A9RUAGQ3GH8-2,huge,sionymprol,ADJ,JJ,_,The meaning of sionymprol is unusually great in size or amount or degree or especially extent or scope; ; ; ; ; ; ; ; ; - W.R.Inge.,"The teenager chose a jeweled pin for her belly piercing, but the _ was too sionymprol.",piercing,pin,1
32204AGAABAE39KIV47A9RUAGS3GHC-1,short,orecaust,ADJ,JJ,_,The meaning of orecaust is low in stature; not tall.,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was orecaust.,Steven,Dennis,0
32204AGAABAE39KIV47A9RUAGS3GHC-2,tall,orecaust,ADJ,JJ,_,The meaning of orecaust is great in vertical dimension; high in stature.,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was orecaust.,Steven,Dennis,1
32K26U12DP2V3F4II1Z6A56V0XLDVM-1,low,iticiace,ADJ,JJ,_,The meaning of iticiace is being at or having a relatively small elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had iticiace heels.",shoes,boots,0
32K26U12DP2V3F4II1Z6A56V0XLDVM-2,high,iticiace,ADJ,JJ,_,The meaning of iticiace is being at or having a relatively great or specific elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had iticiace heels.",shoes,boots,1
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-1,big,warterliny,ADJ,JJR,_,The meaning of warterliny is above average in size or number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was more warterliny.,auditorium,park,0
