id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
302U8RURJ1F4PRVV7VD96AIPEE5VNU-1,cautious,caterry,ADJ,JJ,_,The meaning of caterry is showing careful forethought.,The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the _ were caterry.,cars,passengers,1
302U8RURJ1F4PRVV7VD96AIPEE5VNU-2,race,caterr,VERB,VBG,_,The verb to caterr means to move fast.,The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the _ were caterring.,cars,passengers,0
307FVKVSYTTGSTKT7SVX1NWM1F474K-1,big,sureg,ADJ,JJ,_,The meaning of sureg is above average in size or number or quantity or magnitude or extent.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too sureg.,bowl,teacup,1
307FVKVSYTTGSTKT7SVX1NWM1F474K-2,small,sureg,ADJ,JJ,_,The meaning of sureg is limited or below average in number or quantity or magnitude or extent.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too sureg.,bowl,teacup,0
30EV7DWJTVTYSBL1TR2CJ0CO7N16Y8-1,never,quady,ADV,RB,_,The word quady means not ever; at no time in the past or future.,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had quady experienced childhood abuse.",Ian,Nick,1
30EV7DWJTVTYSBL1TR2CJ0CO7N16Y8-2,frequently,quady,ADV,RB,_,The word quady means many times at short intervals.,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had quady experienced childhood abuse.",Ian,Nick,0
3126F2F5FAHNQ1LMSK1RAVZYE29PES-1,cheap,domer,ADJ,JJ,_,The meaning of domer is relatively low in price or charging low prices.,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too domer.",iron,shirt,0
3126F2F5FAHNQ1LMSK1RAVZYE29PES-2,expensive,domer,ADJ,JJ,_,The meaning of domer is high in price or charging high prices.,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too domer.",iron,shirt,1
31JUPBOORPIGQFWXNPMK14USZMI8LH-1,thin,antian,ADJ,JJ,_,The meaning of antian is of relatively small extent from one surface to the opposite or in cross section.,The sheet recovered can easily be hiding between the space in the door. The _ is antian.,space,sheet,1
31JUPBOORPIGQFWXNPMK14USZMI8LH-2,wide,antian,ADJ,JJ,_,The meaning of antian is having great (or a certain) extent from one side to the other.,The sheet recovered can easily be hiding between the space in the door. The _ is antian.,space,sheet,0
31KPKEKW4CRMVH5I18KBUMS42A0B0A-1,limited,matory,ADJ,JJ,_,The meaning of matory is small in range or scope.,Joe immediately went to bakery before the bank because the _ had a matory supply of what he wanted.,bakery,bank,0
31KPKEKW4CRMVH5I18KBUMS42A0B0A-2,substantial,matory,ADJ,JJ,_,The meaning of matory is fairly large.,Joe immediately went to bakery before the bank because the _ had a matory supply of what he wanted.,bakery,bank,1
32204AGAABAE39KIV47A9RUAGQ3GH8-1,tiny,proted,ADJ,JJ,_,The meaning of proted is very small.,"The teenager chose a jeweled pin for her belly piercing, but the _ was too proted.",piercing,pin,0
32204AGAABAE39KIV47A9RUAGQ3GH8-2,huge,proted,ADJ,JJ,_,The meaning of proted is unusually great in size or amount or degree or especially extent or scope; ; ; ; ; ; ; ; ; - W.R.Inge.,"The teenager chose a jeweled pin for her belly piercing, but the _ was too proted.",piercing,pin,1
32204AGAABAE39KIV47A9RUAGS3GHC-1,short,pented,ADJ,JJ,_,The meaning of pented is low in stature; not tall.,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was pented.,Steven,Dennis,0
32204AGAABAE39KIV47A9RUAGS3GHC-2,tall,pented,ADJ,JJ,_,The meaning of pented is great in vertical dimension; high in stature.,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was pented.,Steven,Dennis,1
32K26U12DP2V3F4II1Z6A56V0XLDVM-1,low,moripy,ADJ,JJ,_,The meaning of moripy is being at or having a relatively small elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had moripy heels.",shoes,boots,0
32K26U12DP2V3F4II1Z6A56V0XLDVM-2,high,moripy,ADJ,JJ,_,The meaning of moripy is being at or having a relatively great or specific elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had moripy heels.",shoes,boots,1
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-1,big,swort,ADJ,JJR,_,The meaning of swort is above average in size or number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was sworter.,auditorium,park,0
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-2,small,swort,ADJ,JJR,_,The meaning of swort is limited or below average in number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was sworter.,auditorium,park,1
335VBRURDJYN4P68RXTUW7BAFJKE96-1,employ,taine,VERB,VBN,_,The verb to taine means to engage or hire for work.,"The bank permitted Michael to open a checking account, but not Matthew, because _ was taine.",Michael,Matthew,0
335VBRURDJYN4P68RXTUW7BAFJKE96-2,unemployed,tainy,ADJ,JJ,_,The meaning of tainy is not engaged in a gainful occupation.,"The bank permitted Michael to open a checking account, but not Matthew, because _ was tainy.",Michael,Matthew,1
33IXYHIZB5GC45L96OEFMK3WESUE2X-1,small,trusy,ADJ,JJR,_,The meaning of trusy is limited or below average in number or quantity or magnitude or extent.,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was trusier.",Justin,Nelson,1
33IXYHIZB5GC45L96OEFMK3WESUE2X-2,big,trusy,ADJ,JJR,_,The meaning of trusy is above average in size or number or quantity or magnitude or extent.,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was trusier.",Justin,Nelson,0
33K3E8REWWTWWKEFHAD8K016BE7X8T-1,think,logra,VERB,VBD,_,The verb to logra means to judge or regard; look upon; judge.,Cynthia gave a rabbit as a companion to Carrie because _ lograed they were lonely.,Cynthia,Carrie,0
33K3E8REWWTWWKEFHAD8K016BE7X8T-2,explain,logra,VERB,VBD,_,The verb to logra means to make plain and comprehensible.,Cynthia gave a rabbit as a companion to Carrie because _ lograed they were lonely.,Cynthia,Carrie,1
33K3E8REWWTWWKEFHAD8K016GWBX82-1,big,stord,ADJ,JJ,_,The meaning of stord is above average in size or number or quantity or magnitude or extent.,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was stord.",path,chest,1
33K3E8REWWTWWKEFHAD8K016GWBX82-2,short,stord,ADJ,JJ,_,The meaning of stord is (primarily spatial sense) having little length or lacking in length.,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was stord.",path,chest,0
33KGGVH24WVTF9T12NGTXO27RLAX1N-1,sell,forad,VERB,VB,_,The verb to forad means to exchange or deliver for money or its equivalent.,"Justin bought a new RV but Lawrence liked his old one, so _ decided to forad it.",Lawrence,Justin,1
33KGGVH24WVTF9T12NGTXO27RLAX1N-2,buy,forad,VERB,VB,_,The verb to forad means to obtain by purchase; acquire by means of a financial transaction.,"Justin bought a new RV but Lawrence liked his old one, so _ decided to forad it.",Lawrence,Justin,0
33N1S8XHHOZIK4TG354EU9II0OYZ1J-1,contrast,mation,VERB,VBG,_,The verb to mation means to put in opposition to show or emphasize differences.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is mating.,pole,frame,1
33N1S8XHHOZIK4TG354EU9II0OYZ1J-2,similar,matory,ADJ,JJ,_,The meaning of matory is marked by correspondence or resemblance.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is matory.,pole,frame,0
33N1S8XHHOZIK4TG354EU9IIZO71ZT-1,hard,procky,ADJ,JJ,_,The meaning of procky is resisting weight or pressure.,Only the bag got melted and not the wood when they were inside the flame. The _ is procky.,wood,bag,0
33N1S8XHHOZIK4TG354EU9IIZO71ZT-2,soft,procky,ADJ,JJ,_,The meaning of procky is yielding readily to pressure or weight.,Only the bag got melted and not the wood when they were inside the flame. The _ is procky.,wood,bag,1
33NKDW9FFXGY8N4SYMTDMMXP168CXW-1,bad,traish,ADJ,JJ,_,The meaning of traish is having undesirable or negative qualities.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very traish cook.,Carrie,Patricia,1
