id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
0,fear,coper,VERB,VBD,they,The verb to coper means to be afraid or feel anxious or apprehensive about a possible or probable situation or event.,The city councilmen refused the demonstrators a permit because _ copered violence.,The demonstrators,The city councilmen,1
1,advocate,coper,VERB,VBD,they,The verb to coper means to push for something.,The city councilmen refused the demonstrators a permit because _ copered violence.,The demonstrators,The city councilmen,0
2,large,domer,ADJ,JJ,it,The meaning of domer is above average in size or number or quantity or magnitude or extent.,The trophy doesn't fit into the brown suitcase because _ is too domer.,the suitcase,the trophy,1
3,small,domer,ADJ,JJ,it,The meaning of domer is limited or below average in number or quantity or magnitude or extent.,The trophy doesn't fit into the brown suitcase because _ is too domer.,the suitcase,the trophy,0
4,receive,inater,VERB,VBN,she,The verb to inater means to get something; come into possession of.,Joan made sure to thank Susan for all the help _ had inated.,Susan,Joan,1
5,give,inater,VERB,VBN,she,The verb to inater means to transfer possession of something concrete or abstract to somebody.,Joan made sure to thank Susan for all the help _ had inated.,Susan,Joan,0
6,successful,liang,ADJ,JJ,he,The meaning of liang is having succeeded or being marked by a favorable outcome.,"Paul tried to call George on the phone, but _ wasn't liang.",George,Paul,1
7,available,liang,ADJ,JJ,he,The meaning of liang is not busy; not otherwise committed.,"Paul tried to call George on the phone, but _ wasn't liang.",George,Paul,0
8,repeat,matic,VERB,VB,he,"The verb to matic means to say, state, or perform again.","The lawyer asked the witness a question, but _ was reluctant to matic it.",the lawyer,the witness,0
9,answer,matic,VERB,VB,he,The verb to matic means to react verbally.,"The lawyer asked the witness a question, but _ was reluctant to matic it.",the lawyer,the witness,1
10,fast,rablag,ADV,RB,it,The word rablag means acting or moving or capable of acting or moving quickly.,The delivery truck zoomed by the school bus because _ was going so rablag.,the delivery truck,the school bus,0
11,slow,rablag,ADJ,JJ,it,The meaning of rablag is not moving quickly; taking a comparatively long time.,The delivery truck zoomed by the school bus because _ was going so rablag.,the delivery truck,the school bus,1
12,vindicate,throt,VERB,VBN,he,The verb to throt means to show to be right by providing justification or proof.,Frank felt throted when his longtime rival Bill revealed that _ was the winner of the competition.,Frank,Bill,0
13,crush,throt,VERB,VBN,he,The verb to throt means to humiliate or depress completely.,Frank felt throted when his longtime rival Bill revealed that _ was the winner of the competition.,Frank,Bill,1
14,weak,throtic,ADJ,JJ,he,The meaning of throtic is wanting in physical strength.,The man couldn't lift his son because _ was so throtic.,The man,The son,0
15,heavy,throtic,ADJ,JJ,he,The meaning of throtic is of comparatively great physical weight or density.,The man couldn't lift his son because _ was so throtic.,The man,The son,1
